id	title	frequency	units
A206RC1A027NBEA	Wage and salary disbursements: Private industries: Goods-producing industries	Annual	Billions of Dollars
A206RC1Q027SBEA	Wage and salary disbursements: Private industries: Goods-producing industries	Quarterly	Billions of Dollars
A2070C1A027NBEA	Monetary interest received: Domestic: Corporate business	Annual	Billions of Dollars
A2071C1A027NBEA	Monetary interest received: Government	Annual	Billions of Dollars
A2072C1A027NBEA	Monetary interest received: Rest of the world	Annual	Billions of Dollars
A2073C1A027NBEA	Depositor and insurance services: Imputed interest paid	Annual	Billions of Dollars
A2074C1A027NBEA	Depositor and insurance services: Imputed interest received	Annual	Billions of Dollars
A2075C1A027NBEA	Depositor and insurance services: Imputed interest received: Domestic business	Annual	Billions of Dollars
A2076C1A027NBEA	Depositor and insurance services: Imputed interest received: Domestic business: Corporate business	Annual	Billions of Dollars
A2077C1A027NBEA	Depositor and insurance services: Imputed interest received: Domestic business: Sole proprietorships and partnerships	Annual	Billions of Dollars
A2079C1A027NBEA	Depositor and insurance services: Imputed interest received: Government	Annual	Billions of Dollars
A2086C1A027NBEA	Personal consumption expenditures: Excluding imputations	Annual	Billions of Dollars
A2087C1A027NBEA	Gross private domestic investment: Imputations	Annual	Billions of Dollars
A2088C1A027NBEA	Gross private domestic investment: Excluding imputations	Annual	Billions of Dollars
A2089C1A027NBEA	Government consumption expenditures and gross investment: Excluding imputations	Annual	Billions of Dollars
A2092C1A027NBEA	Gross domestic income: Consumption of fixed capital: Imputations	Annual	Billions of Dollars
A2093C1A027NBEA	Gross domestic income: Consumption of fixed capital: Excluding imputations	Annual	Billions of Dollars
A2094C1A027NBEA	Gross domestic income: Taxes on production and imports: Imputations	Annual	Billions of Dollars
A2095C1A027NBEA	Gross domestic income: Taxes on production and imports: Excluding imputations	Annual	Billions of Dollars
A2096C1A027NBEA	Gross domestic income: Subsidies: Excluding imputations	Annual	Billions of Dollars
A2097C1A027NBEA	Government consumption expenditures: Imputations	Annual	Billions of Dollars
A2098C1A027NBEA	Government consumption expenditures: Excluding imputations	Annual	Billions of Dollars
A2099C1A027NBEA	Gross domestic income: Compensation of employees, paid: Imputations	Annual	Billions of Dollars
A2100C1A027NBEA	Gross domestic income: Compensation of employees, paid: Excluding imputations	Annual	Billions of Dollars
A2101C1A027NBEA	Gross domestic income: Proprietors' income with inventory valuation and capital consumption adjustments: Imputations	Annual	Billions of Dollars
A2102C1A027NBEA	Gross domestic income: Proprietors' income with inventory valuation and capital consumption adjustments: Excluding imputations	Annual	Billions of Dollars
A2103C1A027NBEA	Gross domestic income: Rental income of persons with capital consumption adjustment: Excluding imputations	Annual	Billions of Dollars
A2104C1A027NBEA	Gross domestic income: Net interest and miscellaneous payments: Imputations	Annual	Billions of Dollars
A2105C1A027NBEA	Gross domestic income: Net interest and miscellaneous payments: Excluding imputations	Annual	Billions of Dollars
A2106C1A027NBEA	Personal income: Imputations	Annual	Billions of Dollars
A2107C1A027NBEA	Personal income: Excluding imputations	Annual	Billions of Dollars
A2109C1A027NBEA	Interest-related imputations: Personal interest payments	Annual	Billions of Dollars
A2111C1A027NBEA	Personal income: Personal current transfer receipts: Imputations	Annual	Billions of Dollars
A2112C1A027NBEA	Personal income: Personal current transfer receipts: Excluding imputations	Annual	Billions of Dollars
A2114C1A027NBEA	Government current expenditures: Excluding imputations	Annual	Billions of Dollars
A2115C1A027NBEA	Personal current taxes: Imputations	Annual	Billions of Dollars
A2116C1A027NBEA	Personal current taxes: Excluding imputations	Annual	Billions of Dollars
A2117C1A027NBEA	Disposable personal income: Imputations	Annual	Billions of Dollars
A2118C1A027NBEA	Disposable personal income: Excluding imputations	Annual	Billions of Dollars
A2119C1A027NBEA	Personal outlays: Imputations	Annual	Billions of Dollars
A2120C1A027NBEA	Personal outlays: Excluding imputations	Annual	Billions of Dollars
A2121C1A027NBEA	Personal saving: Imputations	Annual	Billions of Dollars
A2122C1A027NBEA	Personal saving: Excluding imputations	Annual	Billions of Dollars
A2129C1A027NBEA	Interest-related imputations: Net interest, domestic: Monetary interest paid by persons	Annual	Billions of Dollars
A212RC1A027NBEA	Wage and salary disbursements: Private industries: Distributive industries	Annual	Billions of Dollars
A212RC1Q027SBEA	Wage and salary disbursements: Private industries: Distributive industries	Quarterly	Billions of Dollars
A218RC1A027NBEA	Wage and salary disbursements: Private industries: Service industries	Annual	Billions of Dollars
A218RC1Q027SBEA	Wage and salary disbursements: Private industries: Service industries	Quarterly	Billions of Dollars
A2201C1A027NBEA	Capital consumption adjustment: Domestic corporate business	Annual	Billions of Dollars
A2203C1A027NBEA	Capital consumption adjustment: Domestic corporate business: Nonfinancial	Annual	Billions of Dollars
A2204C1A027NBEA	Capital consumption adjustment: Domestic noncorporate business: Sole proprietorships and partnerships	Annual	Billions of Dollars
A2205C1A027NBEA	Capital consumption adjustment: Domestic noncorporate business: Sole proprietorships and partnerships: Nonfarm	Annual	Billions of Dollars
A2206C1A027NBEA	Capital consumption adjustment: Domestic noncorporate business: Rental income of persons and proprietors' income	Annual	Billions of Dollars
A2209C1A027NBEA	Supplements to wages and salaries: Pension, profit-sharing, and other retirement benefit plans	Annual	Billions of Dollars
A2210C1A027NBEA	Supplements to wages and salaries: Health insurance	Annual	Billions of Dollars
A2211C1A027NBEA	Supplements to wages and salaries: Life insurance	Annual	Billions of Dollars
A2212C1A027NBEA	Supplements to wages and salaries: Workers' compensation	Annual	Billions of Dollars
A2213C1A027NBEA	Supplements to wages and salaries: Unemployment insurance	Annual	Billions of Dollars
A2215C1A027NBEA	Rental income with capital consumption adjustment	Annual	Billions of Dollars
A2217C1A027NBEA	Rental income of persons with capital consumption adjustment: Households and nonprofit institutions: Nonfarm owner-occupied housing	Annual	Billions of Dollars
A2218C1A027NBEA	Dividends paid	Annual	Billions of Dollars
A2219C1A027NBEA	Dividends paid: Domestic corporate business	Annual	Billions of Dollars
A221RC1A027NBEA	Government saving: Social insurance funds	Annual	Billions of Dollars
A221RC1Q027SBEA	Government saving: Social insurance funds	Quarterly	Billions of Dollars
A2220C1A027NBEA	Dividends received (DISCONTINUED)	Annual	Billions of Dollars
A2221C1A027NBEA	Dividends received: Domestic corporate business (DISCONTINUED)	Annual	Billions of Dollars
A2223C1A027NBEA	Net corporate dividend payments: Domestic corporate business (DISCONTINUED)	Annual	Billions of Dollars
A2224C1A027NBEA	Net corporate dividend payments: Rest of the world	Annual	Billions of Dollars
A229RC0A052NBEA	Disposable personal income: Per capita	Annual	Dollars
A229RC0Q052SBEA	Disposable personal income: Per capita	Quarterly	Dollars
A229RX0A048NBEA	Real Disposable Personal Income: Per Capita	Annual	Chained 2012 Dollars
A229RX0Q048SBEA	Real Disposable Personal Income: Per Capita	Quarterly	Chained 2012 Dollars
A253RC1A027NBEA	Current receipts from the rest of the world: Exports of goods	Annual	Billions of Dollars
A253RC1Q027SBEA	Current receipts from the rest of the world: Exports of goods	Quarterly	Billions of Dollars
A253RD3A086NBEA	Exports of goods (implicit price deflator)	Annual	Index 2012=100
A253RD3Q086SBEA	Exports of goods (implicit price deflator)	Quarterly	Index 2012=100
A253RE1A156NBEA	Shares of gross domestic product: Exports of goods	Annual	Percent
A253RE1Q156NBEA	Shares of gross domestic product: Exports of goods	Quarterly	Percent
A253RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Exports of goods	Annual	Percentage Points at Annual Rate
A253RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Exports of goods	Quarterly	Percentage Points at Annual Rate
A253RL1A225NBEA	Real Exports of Goods	Annual	Percent Change from Preceding Period
A253RL1Q225SBEA	Real Exports of Goods	Quarterly	Percent Change from Preceding Period
A253RO1Q156NBEA	Real Exports of Goods	Quarterly	Percent Change from Quarter One Year Ago
A253RV1A225NBEA	Exports of Goods (chain-type price index)	Annual	Percent Change from Preceding Period
A253RV1Q225SBEA	Exports of Goods (chain-type price index)	Quarterly	Percent Change from Preceding Period
A253RX1A020NBEA	Real exports of goods	Annual	Billions of Chained 2012 Dollars
A253RX1Q020SBEA	Real exports of goods	Quarterly	Billions of Chained 2012 Dollars
A253RY2A224NBEA	Contributions to percent change in real gross domestic product: Exports of goods	Annual	Percentage Points at Annual Rate
A253RY2Q224SBEA	Contributions to percent change in real gross domestic product: Exports of goods	Quarterly	Percentage Points at Annual Rate
A253RZ2A224NBEA	Contributions to percent change in real exports of goods	Annual	Percentage Points at Annual Rate
A253RZ2Q224SBEA	Contributions to percent change in real exports of goods	Quarterly	Percentage Points at Annual Rate
A255RC1A027NBEA	Current payments to the rest of the world: Imports of goods	Annual	Billions of Dollars
A255RC1Q027SBEA	Current payments to the rest of the world: Imports of goods	Quarterly	Billions of Dollars
A255RD3A086NBEA	Imports of goods (implicit price deflator)	Annual	Index 2012=100
A255RD3Q086SBEA	Imports of goods (implicit price deflator)	Quarterly	Index 2012=100
A255RE1A156NBEA	Shares of gross domestic product: Imports of goods	Annual	Percent
A255RE1Q156NBEA	Shares of gross domestic product: Imports of goods	Quarterly	Percent
A255RJ2A224NBEA	Contributions to percent change in gross domestic product price index: Imports of goods	Annual	Percentage Points at Annual Rate
A255RJ2Q224SBEA	Contributions to percent change in gross domestic product price index: Imports of goods	Quarterly	Percentage Points at Annual Rate
A255RL1A225NBEA	Real Imports of Goods	Annual	Percent Change from Preceding Period
A255RL1Q225SBEA	Real Imports of Goods	Quarterly	Percent Change from Preceding Period
A255RO1Q156NBEA	Real Imports of Goods	Quarterly	Percent Change from Quarter One Year Ago
A255RV1A225NBEA	Imports of Goods (chain-type price index)	Annual	Percent Change from Preceding Period
A255RV1Q225SBEA	Imports of Goods (chain-type price index)	Quarterly	Percent Change from Preceding Period
A255RX1A020NBEA	Real imports of goods	Annual	Billions of Chained 2012 Dollars
A255RX1Q020SBEA	Real imports of goods	Quarterly	Billions of Chained 2012 Dollars
A255RY2A224NBEA	Contributions to percent change in real gross domestic product: Imports of goods	Annual	Percentage Points at Annual Rate
A255RY2Q224SBEA	Contributions to percent change in real gross domestic product: Imports of goods	Quarterly	Percentage Points at Annual Rate
A255RZ2A224NBEA	Contributions to percent change in real imports of goods	Annual	Percentage Points at Annual Rate
A255RZ2Q224SBEA	Contributions to percent change in real imports of goods	Quarterly	Percentage Points at Annual Rate
A261RE1A156NBEA	Shares of gross domestic income	Annual	Percent
A261RL1A225NBEA	Real Gross Domestic Income	Annual	Percent Change from Preceding Period
A261RL1Q225SBEA	Real Gross Domestic Income	Quarterly	Percent Change from Preceding Period
A261RO1Q156NBEA	Real Gross Domestic Income	Quarterly	Percent Change from Quarter One Year Ago
A261RX1A020NBEA	Real gross domestic income	Annual	Billions of Chained 2012 Dollars
A261RX1Q020SBEA	Real gross domestic income	Quarterly	Billions of Chained 2012 Dollars
A262RA3A086NBEA	Real consumption of fixed capital (chain-type quantity index)	Annual	Index 2012=100
A262RA3Q086SBEA	Real consumption of fixed capital (chain-type quantity index)	Quarterly	Index 2012=100
A262RE1A156NBEA	Shares of gross domestic income: Consumption of fixed capital	Annual	Percent
A262RG3A086NBEA	Consumption of fixed capital (chain-type price index)	Annual	Index 2012=100
A262RG3Q086SBEA	Consumption of fixed capital (chain-type price index)	Quarterly	Index 2012=100
A262RL1A225NBEA	Real Consumption of Fixed Capital	Annual	Percent Change from Preceding Period
A262RL1Q225SBEA	Real Consumption of Fixed Capital	Quarterly	Percent Change from Preceding Period
A262RX1A020NBEA	Real consumption of fixed capital	Annual	Billions of Chained 2012 Dollars
A262RX1Q020SBEA	Real consumption of fixed capital	Quarterly	Billions of Chained 2012 Dollars
A2641C1A027NBEA	Employment-related imputations: Employees' lodging	Annual	Billions of Dollars
A264RA3A086NBEA	Real gross domestic investment: Consumption of fixed capital (chain-type quantity index)	Annual	Index 2012=100
A264RA3Q086SBEA	Real consumption of fixed capital: Government (chain-type quantity index)	Quarterly	Index 2012=100
A264RC1A027NBEA	Consumption of fixed capital: Government	Annual	Billions of Dollars
A264RC1Q027SBEA	Consumption of fixed capital: Government	Quarterly	Billions of Dollars
A264RE1A156NBEA	Shares of gross domestic income: Consumption of fixed capital: Government	Annual	Percent
A264RG3A086NBEA	Consumption of fixed capital: Government (chain-type price index)	Annual	Index 2012=100
A264RG3Q086SBEA	Consumption of fixed capital: Government (chain-type price index)	Quarterly	Index 2012=100
A264RL1A225NBEA	Real Consumption of Fixed Capital: Government	Annual	Percent Change from Preceding Period
A264RL1Q225SBEA	Real Consumption of Fixed Capital: Government	Quarterly	Percent Change from Preceding Period
A264RX1A020NBEA	Real gross domestic investment: Consumption of fixed capital	Annual	Billions of Chained 2012 Dollars
A264RX1Q020SBEA	Real consumption of fixed capital: Government	Quarterly	Billions of Chained 2012 Dollars
A265RA3A086NBEA	Real consumption of fixed capital: General government (chain-type quantity index)	Annual	Index 2012=100
A265RA3Q086SBEA	Real consumption of fixed capital: General government (chain-type quantity index)	Quarterly	Index 2012=100
A265RC1A027NBEA	Consumption of fixed capital: General government	Annual	Billions of Dollars
A265RC1Q027SBEA	Consumption of fixed capital: General government	Quarterly	Billions of Dollars
A265RG3A086NBEA	Consumption of fixed capital: General government (chain-type price index)	Annual	Index 2012=100
A265RG3Q086SBEA	Consumption of fixed capital: General government (chain-type price index)	Quarterly	Index 2012=100
A265RL1A225NBEA	Real Consumption of Fixed Capital: Government: General Government	Annual	Percent Change from Preceding Period
A265RL1Q225SBEA	Real Consumption of Fixed Capital: Government: General Government	Quarterly	Percent Change from Preceding Period
A265RX1A020NBEA	Real consumption of fixed capital: General government	Annual	Billions of Chained 2012 Dollars
A265RX1Q020SBEA	Real consumption of fixed capital: General government	Quarterly	Billions of Chained 2012 Dollars
A266RA3A086NBEA	Real consumption of fixed capital: Government enterprises (chain-type quantity index)	Annual	Index 2012=100
A266RA3Q086SBEA	Real consumption of fixed capital: Government enterprises (chain-type quantity index)	Quarterly	Index 2012=100
A266RC1A027NBEA	Consumption of fixed capital: Government enterprises	Annual	Billions of Dollars
A266RC1Q027SBEA	Consumption of fixed capital: Government enterprises	Quarterly	Billions of Dollars
A266RG3A086NBEA	Consumption of fixed capital: Government enterprises (chain-type price index)	Annual	Index 2012=100
A266RG3Q086SBEA	Consumption of fixed capital: Government enterprises (chain-type price index)	Quarterly	Index 2012=100
A266RL1A225NBEA	Real Consumption of Fixed Capital: Government: Government Enterprises	Annual	Percent Change from Preceding Period
A266RL1Q225SBEA	Real Consumption of Fixed Capital: Government: Government Enterprises	Quarterly	Percent Change from Preceding Period
A266RX1A020NBEA	Real consumption of fixed capital: Government: Government enterprises	Annual	Billions of Chained 2012 Dollars
A266RX1Q020SBEA	Real consumption of fixed capital: Government: Government enterprises	Quarterly	Billions of Chained 2012 Dollars
A3003C0A144NBEA	Corporate profits before tax: Domestic industries: Agriculture, forestry, and fishing	Annual	Millions of Dollars
A3006C0A144NBEA	Corporate profits before tax: Domestic industries: Mining	Annual	Millions of Dollars
A3051C0A144NBEA	Corporate profits before tax: Domestic industries: Finance, insurance, and real estate	Annual	Millions of Dollars
A3052C0A144NBEA	Corporate profits before tax: Domestic industries: Banking	Annual	Millions of Dollars
A3061C0A144NBEA	Corporate profits before tax: Domestic industries: Services	Annual	Millions of Dollars
A3069C0A144NBEA	Corporate profits before tax: Domestic industries: Health, legal, educational, and other services	Annual	Millions of Dollars
A3102C0A144NBEA	Taxes on corporate income: Domestic industries	Annual	Millions of Dollars
A3103C0A144NBEA	Taxes on corporate income: Domestic industries: Agriculture, forestry, and fishing	Annual	Millions of Dollars
A3106C0A144NBEA	Taxes on corporate income: Domestic industries: Mining	Annual	Millions of Dollars
A3112C0A144NBEA	Taxes on corporate income: Domestic industries: Manufacturing	Annual	Millions of Dollars
A3113C0A144NBEA	Taxes on corporate income: Domestic industries: Manufacturing: Durable goods	Annual	Millions of Dollars
A3125C0A144NBEA	Taxes on corporate income: Domestic industries: Manufacturing: Nondurable goods	Annual	Millions of Dollars
A3136C0A144NBEA	Taxes on corporate income: Domestic industries: Transportation and public utilities	Annual	Millions of Dollars
A3137C0A144NBEA	Taxes on corporate income: Domestic industries: Transportation	Annual	Millions of Dollars
A3145C0A144NBEA	Taxes on corporate income: Domestic industries: Transportation and public utilities: Communication	Annual	Millions of Dollars
A3151C0A144NBEA	Taxes on corporate income: Domestic industries: Finance, insurance, and real estate	Annual	Millions of Dollars
A3152C0A144NBEA	Taxes on corporate income: Domestic industries: Banking	Annual	Millions of Dollars
A3161C0A144NBEA	Taxes on corporate income: Domestic industries: Services	Annual	Millions of Dollars
A3169C0A144NBEA	Taxes on corporate income: Domestic industries: Health, legal, educational, and other services	Annual	Millions of Dollars
A3202C0A144NBEA	Corporate profits after tax: Domestic industries	Annual	Millions of Dollars
A3203C0A144NBEA	Corporate profits after tax: Domestic industries: Agriculture, forestry, and fishing	Annual	Millions of Dollars
A3206C0A144NBEA	Corporate profits after tax: Domestic industries: Mining	Annual	Millions of Dollars
A3212C0A144NBEA	Corporate profits after tax: Domestic industries: Manufacturing	Annual	Millions of Dollars
A3213C0A144NBEA	Corporate profits after tax: Domestic industries: Manufacturing: Durable goods	Annual	Millions of Dollars
A3225C0A144NBEA	Corporate profits after tax: Domestic industries: Manufacturing: Nondurable goods	Annual	Millions of Dollars
A3236C0A144NBEA	Corporate profits after tax: Domestic industries: Transportation and public utilities	Annual	Millions of Dollars
A3237C0A144NBEA	Corporate profits after tax: Domestic industries: Transportation	Annual	Millions of Dollars
A3245C0A144NBEA	Corporate profits after tax: Domestic industries: Communication	Annual	Millions of Dollars
A3251C0A144NBEA	Corporate profits after tax: Domestic industries: Finance, insurance, and real estate	Annual	Millions of Dollars
A3252C0A144NBEA	Corporate profits after tax: Domestic industries: Banking	Annual	Millions of Dollars
A325RA3A086NBEA	Real gross domestic product: Goods: Final sales (chain-type quantity index)	Annual	Index 2012=100
A325RA3Q086SBEA	Real gross domestic product: Goods: Final sales (chain-type quantity index)	Quarterly	Index 2012=100
A325RC1A027NBEA	Gross domestic product: Goods: Final sales	Annual	Billions of Dollars
A325RC1Q027SBEA	Gross domestic product: Goods: Final sales	Quarterly	Billions of Dollars
A325RG3A086NBEA	Gross domestic product: Goods: Final sales (chain-type price index)	Annual	Index 2012=100
A325RG3Q086SBEA	Gross domestic product: Goods: Final sales (chain-type price index)	Quarterly	Index 2012=100
A325RL1A225NBEA	Real Gross Domestic Product: Goods: Final Sales	Annual	Percent Change from Preceding Period
A325RL1Q225SBEA	Real Gross Domestic Product: Goods: Final Sales	Quarterly	Percent Change from Preceding Period
A325RX1A020NBEA	Real gross domestic product: Goods: Final sales	Annual	Billions of Chained 2012 Dollars
A325RX1Q020SBEA	Real gross domestic product: Goods: Final sales	Quarterly	Billions of Chained 2012 Dollars
A325RY2A224NBEA	Contributions to percent change in real gross domestic product: Goods: Final sales	Annual	Percentage Points at Annual Rate
A325RY2Q224SBEA	Contributions to percent change in real gross domestic product: Goods: Final sales	Quarterly	Percentage Points at Annual Rate
A3261C0A144NBEA	Corporate profits after tax: Domestic industries: Services	Annual	Millions of Dollars
A3269C0A144NBEA	Corporate profits after tax: Domestic industries: Health, legal, educational, and other services	Annual	Millions of Dollars
A326RA3A086NBEA	Real gross domestic product: Durable goods: Final sales (chain-type quantity index)	Annual	Index 2012=100
A326RA3Q086SBEA	Real gross domestic product: Durable goods: Final sales (chain-type quantity index)	Quarterly	Index 2012=100
A326RC1A027NBEA	Gross domestic product: Durable goods: Final sales	Annual	Billions of Dollars
A326RC1Q027SBEA	Gross domestic product: Durable goods: Final sales	Quarterly	Billions of Dollars
A326RG3A086NBEA	Gross domestic product: Durable goods: Final sales (chain-type price index)	Annual	Index 2012=100
A326RG3Q086SBEA	Gross domestic product: Durable goods: Final sales (chain-type price index)	Quarterly	Index 2012=100
A326RL1A225NBEA	Real Gross Domestic Product: Goods: Durable Goods: Final Sales	Annual	Percent Change from Preceding Period
A326RL1Q225SBEA	Real Gross Domestic Product: Goods: Durable Goods: Final Sales	Quarterly	Percent Change from Preceding Period
A326RX1A020NBEA	Real gross domestic product: Durable goods: Final sales	Annual	Billions of Chained 2012 Dollars
A326RX1Q020SBEA	Real gross domestic product: Durable goods: Final sales	Quarterly	Billions of Chained 2012 Dollars
A326RY2A224NBEA	Contributions to percent change in real gross domestic product: Durable goods: Final sales	Annual	Percentage Points at Annual Rate
A326RY2Q224SBEA	Contributions to percent change in real gross domestic product: Durable goods: Final sales	Quarterly	Percentage Points at Annual Rate
A3274C0A144NBEA	Corporate profits after tax: Rest of the world	Annual	Millions of Dollars
A327RA3A086NBEA	Real private fixed investment in equipment and software (chain-type quantity index) (DISCONTINUED)	Annual	Index 2005=100
A327RA3Q086SBEA	Real private fixed investment in equipment and software (chain-type quantity index) (DISCONTINUED)	Quarterly	Index 2005=100
A327RC1A027NBEA	Private fixed investment in equipment and software (DISCONTINUED)	Annual	Billions of Dollars
A327RC1Q027SBEA	Private fixed investment in equipment and software (DISCONTINUED)	Quarterly	Billions of Dollars
A327RG3A086NBEA	Real private fixed investment in equipment and software (chain-type price index) (DISCONTINUED)	Annual	Index 2005=100
A327RG3Q086SBEA	Real private fixed investment in equipment and software (chain-type price index) (DISCONTINUED)	Quarterly	Index 2005=100
A327RX1A020NBEA	Real private fixed investment in equipment and software (DISCONTINUED)	Annual	Billions of Chained 2005 Dollars
A327RX1Q020SBEA	Real private fixed investment in equipment and software (DISCONTINUED)	Quarterly	Billions of Chained 2005 Dollars
A327RZ2A224NBEA	Contributions to percent change in real private fixed investment: Private fixed investment in equipment and software (DISCONTINUED)	Annual	Percentage Points at Annual Rate
A327RZ2Q224SBEA	Contributions to percent change in real private fixed investment: Private fixed investment in equipment and software (DISCONTINUED)	Quarterly	Percentage Points at Annual Rate
A3302C0A144NBEA	Net corporate dividends: Domestic industries	Annual	Millions of Dollars
A3303C0A144NBEA	Net corporate dividends: Domestic industries: Agriculture, forestry, and fishing	Annual	Millions of Dollars
A3306C0A144NBEA	Net corporate dividends: Domestic industries: Mining	Annual	Millions of Dollars
A3312C0A144NBEA	Net corporate dividends: Domestic industries: Manufacturing	Annual	Millions of Dollars
A3313C0A144NBEA	Net corporate dividends: Domestic industries: Manufacturing: Durable goods	Annual	Millions of Dollars
A3325C0A144NBEA	Net corporate dividends: Domestic industries: Manufacturing: Nondurable goods	Annual	Millions of Dollars
A332RC1A027NBEA	Current receipts from the rest of the world: Exports of durable goods	Annual	Billions of Dollars
A332RC1Q027SBEA	Current receipts from the rest of the world: Exports of durable goods	Quarterly	Billions of Dollars
A332RL1A225NBEA	Real Exports of Durable Goods	Annual	Percent Change from Preceding Period
A332RL1Q225SBEA	Real Exports of Durable Goods	Quarterly	Percent Change from Preceding Period
A332RX1A020NBEA	Real exports of durable goods	Annual	Billions of Chained 2012 Dollars
A332RX1Q020SBEA	Real exports of durable goods	Quarterly	Billions of Chained 2012 Dollars
A3336C0A144NBEA	Net corporate dividends: Domestic industries: Transportation and public utilities	Annual	Millions of Dollars
A3337C0A144NBEA	Net corporate dividends: Domestic industries: Transportation	Annual	Millions of Dollars
A333RC1A027NBEA	Current payments to the rest of the world: Imports of durable goods	Annual	Billions of Dollars
A333RC1Q027SBEA	Current payments to the rest of the world: Imports of durable goods	Quarterly	Billions of Dollars
A333RL1A225NBEA	Real Imports of Durable Goods	Annual	Percent Change from Preceding Period
A333RL1Q225SBEA	Real Imports of Durable Goods	Quarterly	Percent Change from Preceding Period
A333RX1A020NBEA	Real imports of durable goods	Annual	Billions of Chained 2012 Dollars
A333RX1Q020SBEA	Real imports of durable goods	Quarterly	Billions of Chained 2012 Dollars
A3345C0A144NBEA	Net corporate dividends: Domestic industries: Communication	Annual	Millions of Dollars
A334RA3A086NBEA	Real gross domestic product: Nondurable goods: Final sales (chain-type quantity index)	Annual	Index 2012=100
A334RA3Q086SBEA	Real gross domestic product: Nondurable goods: Final sales (chain-type quantity index)	Quarterly	Index 2012=100
A334RC1A027NBEA	Gross domestic product: Nondurable goods: Final sales	Annual	Billions of Dollars
A334RC1Q027SBEA	Gross domestic product: Nondurable goods: Final sales	Quarterly	Billions of Dollars
A334RG3A086NBEA	Gross domestic product: Nondurable goods: Final sales (chain-type price index)	Annual	Index 2012=100
A334RG3Q086SBEA	Gross domestic product: Nondurable goods: Final sales (chain-type price index)	Quarterly	Index 2012=100
A334RL1A225NBEA	Real Gross Domestic Product: Goods: Nondurable Goods: Final Sales	Annual	Percent Change from Preceding Period
A334RL1Q225SBEA	Real Gross Domestic Product: Goods: Nondurable Goods: Final Sales	Quarterly	Percent Change from Preceding Period
A334RX1A020NBEA	Real gross domestic product: Nondurable goods: Final sales	Annual	Billions of Chained 2012 Dollars
A334RX1Q020SBEA	Real gross domestic product: Nondurable goods: Final sales	Quarterly	Billions of Chained 2012 Dollars
A334RY2A224NBEA	Contributions to percent change in real gross domestic product: Nondurable goods: Final sales	Annual	Percentage Points at Annual Rate
A334RY2Q224SBEA	Contributions to percent change in real gross domestic product: Nondurable goods: Final sales	Quarterly	Percentage Points at Annual Rate
A3351C0A144NBEA	Net corporate dividends: Domestic industries: Finance, insurance, and real estate	Annual	Millions of Dollars
A3352C0A144NBEA	Net corporate dividends: Domestic industries: Banking	Annual	Millions of Dollars
A3361C0A144NBEA	Net corporate dividends: Domestic industries: Services	Annual	Millions of Dollars
A3369C0A144NBEA	Net corporate dividends: Domestic industries: Health, legal, educational, and other services	Annual	Millions of Dollars
A3374C0A144NBEA	Net corporate dividends: Rest of the world	Annual	Millions of Dollars
A339RC1A027NBEA	Current receipts from the rest of the world: Exports of nondurable goods	Annual	Billions of Dollars
A339RC1Q027SBEA	Current receipts from the rest of the world: Exports of nondurable goods	Quarterly	Billions of Dollars
A339RL1A225NBEA	Real Exports of Nondurable Goods	Annual	Percent Change from Preceding Period
A339RL1Q225SBEA	Real Exports of Nondurable Goods	Quarterly	Percent Change from Preceding Period
A339RX1A020NBEA	Real exports of nondurable goods	Annual	Billions of Chained 2012 Dollars
A339RX1Q020SBEA	Real exports of nondurable goods	Quarterly	Billions of Chained 2012 Dollars
A3402C0A144NBEA	Undistributed corporate profits: Domestic industries	Annual	Millions of Dollars
A3403C0A144NBEA	Undistributed corporate profits: Domestic industries: Agriculture, forestry, and fishing	Annual	Millions of Dollars
A3406C0A144NBEA	Undistributed corporate profits: Domestic industries: Mining	Annual	Millions of Dollars
A340RC1A027NBEA	Current payments to the rest of the world: Imports of nondurable goods	Annual	Billions of Dollars
A340RC1Q027SBEA	Current payments to the rest of the world: Imports of nondurable goods	Quarterly	Billions of Dollars
A340RL1A225NBEA	Real Imports of Nondurable Goods	Annual	Percent Change from Preceding Period
A340RL1Q225SBEA	Real Imports of Nondurable Goods	Quarterly	Percent Change from Preceding Period
A340RX1A020NBEA	Real imports of nondurable goods	Annual	Billions of Chained 2012 Dollars
A340RX1Q020SBEA	Real imports of nondurable goods	Quarterly	Billions of Chained 2012 Dollars
A3412C0A144NBEA	Undistributed corporate profits: Domestic industries: Manufacturing	Annual	Millions of Dollars
A3413C0A144NBEA	Undistributed corporate profits: Domestic industries: Manufacturing: Durable goods	Annual	Millions of Dollars
A341RA3A086NBEA	Real gross domestic product: Services (chain-type quantity index)	Annual	Index 2012=100
A341RA3Q086SBEA	Real gross domestic product: Services (chain-type quantity index)	Quarterly	Index 2012=100
A341RC1A027NBEA	Gross domestic product: Services	Annual	Billions of Dollars
A341RC1Q027SBEA	Gross domestic product: Services	Quarterly	Billions of Dollars
A341RG3A086NBEA	Gross domestic product: Services (chain-type price index)	Annual	Index 2012=100
A341RG3Q086SBEA	Gross domestic product: Services (chain-type price index)	Quarterly	Index 2012=100
A341RL1A225NBEA	Real Gross Domestic Product: Services	Annual	Percent Change from Preceding Period
A341RL1Q225SBEA	Real Gross Domestic Product: Services	Quarterly	Percent Change from Preceding Period
